timestamp,x,y
1418851850.883572102,320.0,320.0
1418851851.048566103,320.0,320.0
1418851851.173693895,320.0,320.0
1418851851.223570108,320.0,320.0
1418851851.273695946,320.0,320.0
1418851851.353693008,320.0,320.0
1418851851.413687944,320.0,320.0
1418851851.473696947,320.0,320.0
1418851851.523696899,320.0,320.0
1418851851.573698044,320.0,320.0
1418851851.623697996,320.0,320.0
1418851851.673582077,320.0,320.0
1418851851.718702078,320.0,320.0
1418851851.768577099,320.0,320.0
1418851851.818701029,320.0,320.0
1418851851.863702059,320.0,320.0
1418851851.913703918,320.0,320.0
1418851851.963705063,320.0,320.0
1418851852.008702040,320.0,320.0
1418851852.058703899,320.0,320.0
1418851852.108705044,320.0,320.0
1418851852.153599977,320.0,320.0
1418851852.203587055,320.0,320.0
1418851852.253705025,320.0,320.0
1418851852.298588037,320.0,320.0
1418851852.348706007,320.0,320.0
1418851852.398586035,320.0,320.0
1418851852.443675995,320.0,320.0
1418851852.493468046,320.0,320.0
1418851852.543464899,320.0,320.0
1418851852.588711977,320.0,320.0
1418851852.643709898,320.0,320.0
1418851852.688648939,320.0,320.0
1418851852.738713026,320.0,320.0
1418851852.788712025,320.0,320.0
1418851852.838713884,320.0,320.0
1418851852.883714914,320.0,320.0
1418851852.933590889,320.0,320.0
1418851852.983712912,320.0,320.0
1418851853.028646946,320.0,320.0
1418851853.078711033,320.0,320.0
1418851853.133711100,320.0,320.0
1418851853.183711052,320.0,320.0
1418851853.238586903,320.0,320.0
1418851853.298712015,320.0,320.0
1418851853.353713036,320.0,320.0
1418851853.403713942,320.0,320.0
1418851853.453493118,320.0,320.0
1418851853.508718014,320.0,320.0
1418851853.558602095,320.0,320.0
1418851853.608474970,320.0,320.0
1418851853.658720970,320.0,320.0
1418851853.703722000,320.0,320.0
1418851853.753722906,320.0,320.0
1418851853.803723097,320.0,320.0
1418851853.848603964,320.0,320.0
1418851853.898483038,320.0,320.0
1418851853.948725939,320.0,320.0
1418851853.998600960,320.0,320.0
1418851854.043632030,320.0,320.0
1418851854.093727112,320.0,320.0
1418851854.143600941,320.0,320.0
1418851854.188644886,320.0,320.0
1418851854.238725901,320.0,320.0
1418851854.288600922,320.0,320.0
1418851854.338628054,320.0,320.0
1418851854.383728027,320.0,320.0
1418851854.433728933,320.0,320.0
1418851854.483603001,320.0,320.0
1418851854.528713942,320.0,320.0
1418851854.578731060,320.0,320.0
1418851854.628612995,320.0,320.0
1418851854.673629999,320.0,320.0
1418851854.723613977,320.0,320.0
1418851854.773732901,320.0,320.0
1418851854.823733091,320.0,320.0
1418851854.873733997,320.0,320.0
1418851854.918622971,320.0,320.0
1418851854.968614101,320.0,320.0
1418851855.018616915,320.0,320.0
1418851855.063659906,320.0,320.0
1418851855.113614082,320.0,320.0
1418851855.163737059,320.0,320.0
1418851855.213506937,320.0,320.0
1418851855.258615017,320.0,320.0
1418851855.308737993,320.0,320.0
1418851855.358566999,320.0,320.0
1418851855.403739929,320.0,320.0
1418851855.453742027,320.0,320.0
1418851855.503742933,320.0,320.0
1418851855.548635960,326.0,326.0
1418851855.598741055,326.0,326.0
1418851855.778707027,118.0,118.0
1418851855.828744888,129.0,129.0
1418851855.843744993,134.0,134.0
1418851855.848623037,136.0,136.0
1418851855.853744030,137.0,137.0
1418851855.858743906,139.0,139.0
1418851855.863620043,140.0,140.0
1418851855.873621941,143.0,143.0
1418851855.878746033,144.0,144.0
1418851855.883522987,145.0,145.0
1418851855.893619061,147.0,147.0
1418851855.898742914,147.0,147.0
1418851855.903650999,148.0,148.0
1418851855.913501978,150.0,150.0
1418851855.918744087,151.0,151.0
1418851855.923744917,152.0,152.0
1418851855.928745031,153.0,153.0
1418851855.938623905,154.0,154.0
1418851855.943744898,155.0,155.0
1418851855.948617935,156.0,156.0
1418851855.953644037,157.0,157.0
1418851855.958627939,158.0,158.0
1418851855.963634014,159.0,159.0
1418851855.973747015,161.0,161.0
1418851855.983747959,163.0,163.0
1418851855.988745928,163.0,163.0
1418851855.993623018,164.0,164.0
1418851855.998625040,165.0,165.0
1418851856.003560066,166.0,166.0
1418851856.013746023,167.0,167.0
1418851856.018743992,168.0,168.0
1418851856.023745060,168.0,168.0
1418851856.028747082,169.0,169.0
1418851856.038746119,170.0,170.0
1418851856.043745995,171.0,171.0
1418851856.048628092,172.0,172.0
1418851856.053745985,172.0,172.0
1418851856.058723927,173.0,173.0
1418851856.063730001,174.0,174.0
1418851856.073748112,175.0,175.0
1418851856.083676100,176.0,176.0
1418851856.088646889,177.0,177.0
1418851856.093700886,178.0,178.0
1418851856.098678112,178.0,178.0
1418851856.103749037,179.0,179.0
1418851856.113703012,180.0,180.0
1418851856.118747950,181.0,181.0
1418851856.123749018,182.0,182.0
1418851856.128746986,182.0,182.0
1418851856.133563995,183.0,183.0
1418851856.143747091,184.0,184.0
