timestamp,x,y
1418851720.227313042,320.0,320.0
1418851720.532288074,152.0,152.0
1418851720.602193117,167.0,167.0
1418851720.637072086,171.0,171.0
1418851720.647190094,172.0,172.0
1418851720.657318115,173.0,173.0
1418851720.662312984,174.0,174.0
1418851720.667315960,174.0,174.0
1418851720.677192926,174.0,174.0
1418851720.687318087,175.0,175.0
1418851720.692193985,175.0,175.0
1418851720.697196960,175.0,175.0
1418851720.702070951,175.0,175.0
1418851720.712196112,176.0,176.0
1418851720.722309113,176.0,176.0
1418851720.727315903,177.0,177.0
1418851720.732197046,177.0,177.0
1418851720.737128019,177.0,177.0
1418851720.747070074,177.0,177.0
1418851720.752315998,178.0,178.0
1418851720.757230997,178.0,178.0
1418851720.762201071,178.0,178.0
1418851720.772192001,178.0,178.0
1418851720.782315969,178.0,178.0
1418851720.787317038,178.0,178.0
1418851720.792316914,177.0,177.0
1418851720.802315950,177.0,177.0
1418851720.807238102,176.0,176.0
1418851720.817190886,176.0,176.0
1418851720.822191000,176.0,176.0
1418851720.827318907,175.0,175.0
1418851720.832237959,175.0,175.0
1418851720.842317104,175.0,175.0
1418851720.847320080,174.0,174.0
1418851720.852318048,174.0,174.0
1418851720.857192039,174.0,174.0
1418851720.862319946,174.0,174.0
1418851720.872200012,174.0,174.0
1418851720.882318020,174.0,174.0
1418851720.887073040,174.0,174.0
1418851720.892318964,175.0,175.0
1418851720.897320032,175.0,175.0
1418851720.907198906,175.0,175.0
1418851720.912318945,176.0,176.0
1418851720.917308092,176.0,176.0
1418851720.927215099,176.0,176.0
1418851720.932271004,177.0,177.0
1418851720.937197924,177.0,177.0
1418851720.947318077,178.0,178.0
1418851720.952317953,178.0,178.0
1418851720.957202911,178.0,178.0
1418851720.962172031,178.0,178.0
1418851720.967091084,178.0,178.0
1418851720.977200031,179.0,179.0
1418851720.987319946,179.0,179.0
1418851720.992319107,179.0,179.0
1418851720.997318983,179.0,179.0
1418851721.007319927,180.0,180.0
1418851721.012159109,180.0,180.0
1418851721.022317886,180.0,180.0
1418851721.027193069,180.0,180.0
1418851721.032319069,181.0,181.0
1418851721.037220001,181.0,181.0
1418851721.047199965,181.0,181.0
1418851721.052319050,181.0,181.0
1418851721.057200909,182.0,182.0
1418851721.062319040,182.0,182.0
1418851721.067195892,182.0,182.0
1418851721.077320099,183.0,183.0
1418851721.087318897,183.0,183.0
1418851721.092200041,183.0,183.0
1418851721.097318888,184.0,184.0
1418851721.107320070,184.0,184.0
1418851721.112319946,185.0,185.0
1418851721.117194891,185.0,185.0
1418851721.122301102,185.0,185.0
1418851721.127204895,185.0,185.0
1418851721.132206917,186.0,186.0
1418851721.142319918,186.0,186.0
1418851721.152194977,187.0,187.0
1418851721.157320023,187.0,187.0
1418851721.162200928,187.0,187.0
1418851721.167320013,188.0,188.0
1418851721.177323103,188.0,188.0
1418851721.182224989,189.0,189.0
1418851721.192075968,190.0,190.0
1418851721.197324038,190.0,190.0
1418851721.207199097,190.0,190.0
1418851721.212199926,191.0,191.0
1418851721.217191935,191.0,191.0
1418851721.222106934,192.0,192.0
1418851721.227250099,192.0,192.0
1418851721.232260942,192.0,192.0
1418851721.242324114,193.0,193.0
1418851721.252324104,194.0,194.0
1418851721.257203102,194.0,194.0
1418851721.262322903,194.0,194.0
1418851721.272200108,195.0,195.0
1418851721.277204037,195.0,195.0
1418851721.282172918,196.0,196.0
1418851721.287225008,196.0,196.0
1418851721.292120934,196.0,196.0
1418851721.297229052,196.0,196.0
1418851721.307199001,197.0,197.0
1418851721.317325115,198.0,198.0
1418851721.322321892,198.0,198.0
1418851721.327197075,198.0,198.0
1418851721.332324028,198.0,198.0
1418851721.342201948,199.0,199.0
1418851721.347311020,199.0,199.0
1418851721.357239008,200.0,200.0
1418851721.362314939,200.0,200.0
1418851721.367187023,200.0,200.0
1418851721.372200966,201.0,201.0
1418851721.382324934,201.0,201.0
1418851721.387325048,202.0,202.0
1418851721.392199993,202.0,202.0
1418851721.397325039,202.0,202.0
1418851721.407201052,202.0,202.0
1418851721.412210941,203.0,203.0
1418851721.422326088,203.0,203.0
1418851721.427325010,203.0,203.0
1418851721.432326078,204.0,204.0
1418851721.442281008,204.0,204.0
1418851721.447324991,204.0,204.0
1418851721.452322960,204.0,204.0
1418851721.457324982,204.0,204.0
1418851721.462299109,205.0,205.0
1418851721.467312098,205.0,205.0
1418851721.477201939,205.0,205.0
1418851721.487325907,206.0,206.0
1418851721.492077112,206.0,206.0
1418851721.497325897,206.0,206.0
1418851721.507201910,207.0,207.0
1418851721.512213945,207.0,207.0
1418851721.522326946,208.0,208.0
1418851721.527326107,208.0,208.0
1418851721.532326937,208.0,208.0
1418851721.537236929,209.0,209.0
1418851721.547326088,210.0,210.0
1418851721.552231073,210.0,210.0
1418851721.557099104,210.0,210.0
