timestamp,x,y
1418851759.032603025,320.0,320.0
1418851759.312724113,50.0,50.0
1418851759.387641907,101.0,101.0
1418851759.432725906,131.0,131.0
1418851759.457727909,146.0,146.0
1418851759.462719917,149.0,149.0
1418851759.472727060,154.0,154.0
1418851759.482722998,159.0,159.0
1418851759.487725973,162.0,162.0
1418851759.492623091,164.0,164.0
1418851759.502599955,168.0,168.0
1418851759.507724047,170.0,170.0
1418851759.517687082,174.0,174.0
1418851759.522726059,176.0,176.0
1418851759.527709961,178.0,178.0
1418851759.532708883,179.0,179.0
1418851759.537643909,181.0,181.0
1418851759.547494888,184.0,184.0
1418851759.552726984,186.0,186.0
1418851759.562726974,188.0,188.0
1418851759.567606926,189.0,189.0
1418851759.572601080,191.0,191.0
1418851759.577600956,192.0,192.0
1418851759.587601900,194.0,194.0
1418851759.597726107,196.0,196.0
1418851759.602726936,197.0,197.0
1418851759.607719898,197.0,197.0
1418851759.617607117,199.0,199.0
1418851759.622728109,200.0,200.0
1418851759.627665997,200.0,200.0
1418851759.637639046,201.0,201.0
1418851759.642684937,202.0,202.0
1418851759.647602081,202.0,202.0
1418851759.657727003,203.0,203.0
1418851759.662601948,204.0,204.0
1418851759.667726040,204.0,204.0
1418851759.672602892,205.0,205.0
1418851759.677726984,205.0,205.0
1418851759.687721014,206.0,206.0
1418851759.692692995,206.0,206.0
1418851759.702727079,207.0,207.0
1418851759.707726955,208.0,208.0
1418851759.712723970,208.0,208.0
1418851759.722608089,209.0,209.0
1418851759.727727890,209.0,209.0
1418851759.732705116,209.0,209.0
1418851759.742727041,210.0,210.0
1418851759.747705936,210.0,210.0
1418851759.757728100,210.0,210.0
1418851759.762727976,210.0,210.0
1418851759.767604113,210.0,210.0
1418851759.772727966,210.0,210.0
1418851759.782603979,211.0,211.0
1418851759.792682886,211.0,211.0
1418851759.797728062,211.0,211.0
1418851759.802730083,211.0,211.0
1418851759.807580948,211.0,211.0
1418851759.817728996,211.0,211.0
1418851759.822731018,211.0,211.0
1418851759.827611923,211.0,211.0
1418851759.832727909,211.0,211.0
1418851759.837483883,211.0,211.0
1418851759.847610950,210.0,210.0
1418851759.852700949,210.0,210.0
1418851759.857707024,210.0,210.0
1418851759.867726088,209.0,209.0
1418851759.872729063,209.0,209.0
1418851759.882605076,208.0,208.0
1418851759.887609005,208.0,208.0
1418851759.892606020,208.0,208.0
1418851759.897603989,207.0,207.0
1418851759.902607918,207.0,207.0
1418851759.912729979,206.0,206.0
1418851759.917720079,206.0,206.0
1418851759.927732944,205.0,205.0
1418851759.932729959,205.0,205.0
1418851759.937710047,205.0,205.0
1418851759.947732925,204.0,204.0
1418851759.952729940,204.0,204.0
1418851759.957730055,203.0,203.0
1418851759.962584019,203.0,203.0
1418851759.967616081,202.0,202.0
1418851759.977485895,202.0,202.0
1418851759.987731934,201.0,201.0
1418851759.992731094,200.0,200.0
1418851759.997733116,200.0,200.0
1418851760.007608891,199.0,199.0
1418851760.012706995,199.0,199.0
1418851760.022731066,198.0,198.0
1418851760.027734041,197.0,197.0
1418851760.032711029,197.0,197.0
1418851760.042604923,196.0,196.0
1418851760.047733068,196.0,196.0
1418851760.052731037,196.0,196.0
1418851760.057606936,195.0,195.0
1418851760.062591076,195.0,195.0
1418851760.072489977,195.0,195.0
1418851760.082731962,195.0,195.0
1418851760.087609053,195.0,195.0
1418851760.092607021,195.0,195.0
1418851760.102731943,195.0,195.0
1418851760.107711077,196.0,196.0
1418851760.117732048,196.0,196.0
1418851760.122616053,196.0,196.0
1418851760.127674103,197.0,197.0
1418851760.137732029,197.0,197.0
1418851760.142731905,198.0,198.0
1418851760.147710085,198.0,198.0
1418851760.152626038,198.0,198.0
1418851760.162614107,199.0,199.0
1418851760.172606945,199.0,199.0
1418851760.177732944,199.0,199.0
1418851760.182732105,200.0,200.0
1418851760.192627907,200.0,200.0
1418851760.197731972,200.0,200.0
1418851760.202733040,200.0,200.0
1418851760.207710028,200.0,200.0
1418851760.212672949,200.0,200.0
1418851760.217731953,200.0,200.0
1418851760.227608919,199.0,199.0
1418851760.237608910,199.0,199.0
1418851760.242733955,199.0,199.0
1418851760.247731924,199.0,199.0
1418851760.257731915,199.0,199.0
1418851760.262732983,199.0,199.0
1418851760.267618895,199.0,199.0
1418851760.272521019,199.0,199.0
1418851760.277662992,199.0,199.0
1418851760.282700062,199.0,199.0
1418851760.292608023,199.0,199.0
1418851760.302736044,199.0,199.0
1418851760.307619095,199.0,199.0
1418851760.312608957,200.0,200.0
1418851760.317610979,200.0,200.0
1418851760.327610016,200.0,200.0
1418851760.332638025,201.0,201.0
1418851760.337699890,201.0,201.0
1418851760.347652912,202.0,202.0
1418851760.352591991,203.0,203.0
1418851760.362735033,204.0,204.0
1418851760.367734909,205.0,205.0
1418851760.372735023,206.0,206.0
1418851760.377614021,207.0,207.0
1418851760.382734060,208.0,208.0
1418851760.392735004,209.0,209.0
1418851760.397496939,210.0,210.0
1418851760.407627106,211.0,211.0
1418851760.412657976,211.0,211.0
1418851760.417726994,211.0,211.0
1418851760.422489882,211.0,211.0
1418851760.432615995,210.0,210.0
1418851760.437736034,209.0,209.0
1418851760.442734003,209.0,209.0
1418851760.447736025,208.0,208.0
1418851760.457735062,208.0,208.0
1418851760.462588072,208.0,208.0
1418851760.472735882,208.0,208.0
1418851760.477735996,209.0,209.0
1418851760.482645035,210.0,210.0
1418851760.492736101,212.0,212.0
1418851760.497737885,213.0,213.0
1418851760.502610922,215.0,215.0
1418851760.507735968,216.0,216.0
1418851760.512737036,217.0,217.0
1418851760.522615910,219.0,219.0
1418851760.532737017,220.0,220.0
1418851760.537735939,221.0,221.0
1418851760.542618990,222.0,222.0
1418851760.547615051,222.0,222.0
1418851760.557737112,223.0,223.0
1418851760.562494040,223.0,223.0
1418851760.572639942,223.0,223.0
1418851760.577691078,223.0,223.0
1418851760.582618952,222.0,222.0
1418851760.592736006,222.0,222.0
1418851760.597737074,222.0,222.0
1418851760.602619886,221.0,221.0
1418851760.607737064,221.0,221.0
1418851760.617492914,220.0,220.0
1418851760.627650023,219.0,219.0
1418851760.632613897,218.0,218.0
1418851760.637615919,218.0,218.0
1418851760.642736912,217.0,217.0
1418851760.647712946,216.0,216.0
1418851760.657737970,215.0,215.0
1418851760.662494898,214.0,214.0
1418851760.667737961,214.0,214.0
1418851760.672739983,213.0,213.0
1418851760.682739019,212.0,212.0
1418851760.692627907,211.0,211.0
1418851760.697737932,211.0,211.0
1418851760.702738047,210.0,210.0
1418851760.707621098,210.0,210.0
1418851760.717622995,210.0,210.0
1418851760.722620964,210.0,210.0
1418851760.727619886,209.0,209.0
1418851760.732618093,209.0,209.0
1418851760.737725973,209.0,209.0
1418851760.747620106,209.0,209.0
1418851760.757738113,209.0,209.0
1418851760.762619019,209.0,209.0
1418851760.767613888,209.0,209.0
1418851760.772738934,210.0,210.0
1418851760.782740116,210.0,210.0
1418851760.787620068,210.0,210.0
1418851760.792644978,210.0,210.0
1418851760.802612066,211.0,211.0
1418851760.807739019,211.0,211.0
1418851760.812740088,211.0,211.0
1418851760.822740078,212.0,212.0
1418851760.827619076,212.0,212.0
1418851760.832740068,212.0,212.0
1418851760.837625027,212.0,212.0
1418851760.842741966,212.0,212.0
1418851760.852616072,213.0,213.0
1418851760.857497931,213.0,213.0
1418851760.867739916,213.0,213.0
1418851760.872495890,212.0,212.0
1418851760.877739906,212.0,212.0
1418851760.882716894,212.0,212.0
1418851760.892740011,212.0,212.0
1418851760.897741079,212.0,212.0
1418851760.902618885,212.0,212.0
1418851760.907741070,211.0,211.0
1418851760.917740107,211.0,211.0
1418851760.922728062,210.0,210.0
1418851760.932620049,210.0,210.0
1418851760.937740088,210.0,210.0
1418851760.942619085,210.0,210.0
1418851760.947668076,209.0,209.0
1418851760.957614899,209.0,209.0
1418851760.962740898,209.0,209.0
1418851760.967741013,208.0,208.0
1418851760.972718000,208.0,208.0
1418851760.982743979,208.0,208.0
1418851760.992741108,208.0,208.0
1418851760.997741938,208.0,208.0
1418851761.002743959,208.0,208.0
1418851761.012615919,208.0,208.0
1418851761.017496109,208.0,208.0
1418851761.027622938,208.0,208.0
1418851761.032741070,209.0,209.0
1418851761.037621021,209.0,209.0
1418851761.042690992,209.0,209.0
1418851761.052742958,210.0,210.0
1418851761.057616949,210.0,210.0
1418851761.062742949,210.0,210.0
1418851761.067744017,211.0,211.0
1418851761.077620029,212.0,212.0
1418851761.082606077,213.0,213.0
1418851761.092645884,215.0,215.0
1418851761.097644091,215.0,215.0
1418851761.102740049,216.0,216.0
1418851761.107624054,217.0,217.0
1418851761.117743015,219.0,219.0
1418851761.122745037,221.0,221.0
1418851761.127741098,222.0,222.0
1418851761.132621050,223.0,223.0
1418851761.137742996,223.0,223.0
1418851761.147742987,224.0,224.0
1418851761.152510881,224.0,224.0
1418851761.162619114,223.0,223.0
1418851761.167742968,222.0,222.0
1418851761.172681093,220.0,220.0
1418851761.182742119,217.0,217.0
1418851761.187742949,215.0,215.0
1418851761.192640066,212.0,212.0
1418851761.197594881,210.0,210.0
1418851761.202646971,208.0,208.0
1418851761.212621927,202.0,202.0
1418851761.222618103,196.0,196.0
1418851761.227746010,194.0,194.0
1418851761.232744932,191.0,191.0
1418851761.242650986,185.0,185.0
1418851761.247648001,181.0,181.0
1418851761.257622957,175.0,175.0
1418851761.262744904,172.0,172.0
1418851761.267545938,169.0,169.0
1418851761.277744055,163.0,163.0
1418851761.282742977,160.0,160.0
1418851761.287744045,158.0,158.0
1418851761.292591095,155.0,155.0
1418851761.297638893,153.0,153.0
1418851761.307624102,150.0,150.0
1418851761.317744970,148.0,148.0
1418851761.322621107,147.0,147.0
1418851761.327744961,147.0,147.0
1418851761.337743998,147.0,147.0
1418851761.347660065,149.0,149.0
1418851761.352500916,151.0,151.0
1418851761.357748032,152.0,152.0
1418851761.362634897,154.0,154.0
1418851761.372745991,157.0,157.0
1418851761.377743006,159.0,159.0
1418851761.382745028,161.0,161.0
1418851761.387626886,163.0,163.0
1418851761.392626047,165.0,165.0
1418851761.402625084,170.0,170.0
1418851761.407649040,172.0,172.0
1418851761.417745113,177.0,177.0
1418851761.422746897,179.0,179.0
1418851761.427648067,182.0,182.0
1418851761.437747002,187.0,187.0
1418851761.442626953,189.0,189.0
1418851761.447626114,191.0,191.0
1418851761.452730894,194.0,194.0
1418851761.457746983,196.0,196.0
1418851761.467746019,200.0,200.0
1418851761.477746964,204.0,204.0
1418851761.482747078,206.0,206.0
1418851761.487627983,208.0,208.0
1418851761.492620945,209.0,209.0
1418851761.502621889,211.0,211.0
1418851761.507628918,212.0,212.0
1418851761.517621994,211.0,211.0
1418851761.522622108,210.0,210.0
1418851761.527695894,208.0,208.0
1418851761.537748098,207.0,207.0
1418851761.542622089,207.0,207.0
1418851761.547749043,207.0,207.0
1418851761.552725077,208.0,208.0
1418851761.562622070,208.0,208.0
1418851761.572628975,209.0,209.0
1418851761.577747107,209.0,209.0
1418851761.582628012,209.0,209.0
1418851761.587747097,210.0,210.0
1418851761.597748041,210.0,210.0
1418851761.602503061,210.0,210.0
1418851761.612627029,210.0,210.0
1418851761.617626905,210.0,210.0
1418851761.622750044,209.0,209.0
1418851761.627726078,209.0,209.0
1418851761.637748957,207.0,207.0
1418851761.642627001,207.0,207.0
1418851761.647747993,206.0,206.0
1418851761.652750015,205.0,205.0
1418851761.657501936,204.0,204.0
1418851761.667629957,202.0,202.0
1418851761.672624111,200.0,200.0
1418851761.682749987,198.0,198.0
1418851761.687750101,196.0,196.0
1418851761.692673922,195.0,195.0
1418851761.702749968,192.0,192.0
1418851761.707751036,190.0,190.0
1418851761.712625027,189.0,189.0
1418851761.717627048,187.0,187.0
1418851761.722651005,185.0,185.0
1418851761.732629061,181.0,181.0
1418851761.742626905,177.0,177.0
1418851761.747627974,175.0,175.0
1418851761.752748966,174.0,174.0
1418851761.762662888,170.0,170.0
1418851761.767749071,168.0,168.0
1418851761.772748947,167.0,167.0
1418851761.777625084,165.0,165.0
1418851761.782748938,163.0,163.0
1418851761.787601948,162.0,162.0
1418851761.797622919,159.0,159.0
1418851761.807650089,157.0,157.0
1418851761.812627077,156.0,156.0
1418851761.817751884,155.0,155.0
1418851761.827749968,153.0,153.0
1418851761.832751989,151.0,151.0
1418851761.837512970,151.0,151.0
1418851761.842653036,150.0,150.0
1418851761.852662086,148.0,148.0
1418851761.857750893,147.0,147.0
1418851761.867625952,146.0,146.0
1418851761.872626066,146.0,146.0
1418851761.877630949,145.0,145.0
1418851761.882749081,145.0,145.0
1418851761.892750978,145.0,145.0
1418851761.897631884,144.0,144.0
1418851761.902710915,144.0,144.0
1418851761.907644987,144.0,144.0
1418851761.912643909,145.0,145.0
1418851761.917732000,145.0,145.0
1418851761.927753925,145.0,145.0
1418851761.937750101,146.0,146.0
1418851761.942750931,147.0,147.0
1418851761.947751045,148.0,148.0
1418851761.957751989,149.0,149.0
1418851761.962733030,150.0,150.0
1418851761.967544079,151.0,151.0
1418851761.972688913,153.0,153.0
1418851761.977725983,154.0,154.0
1418851761.987636089,156.0,156.0
